VENCIMENT;STATUS                      ;TIPO    ;QUANTIDADE
01-FEB-23;Processado com suscesso     ;WHATSAPP;         1
01-FEB-23;Processado com suscesso     ;E-MAIL  ;      1260
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         2
01-FEB-23;Em Processamento            ;WHATSAPP;        17
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        36
01-FEB-23;Processado com suscesso     ;E-MAIL  ;       178
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         5
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        11
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        16
01-FEB-23;Em Processamento            ;WHATSAPP;         1
01-FEB-23;Download da Fatura Realizado;WHATSAPP;        20
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         6
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        34
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        21
01-FEB-23;Processado com suscesso     ;E-MAIL  ;         6
01-FEB-23;Processado com suscesso     ;WHATSAPP;        12
01-FEB-23;Em Processamento            ;WHATSAPP;         3
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         5
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        31
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;       149
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;        27
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         4
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        17
01-FEB-23;Processado com suscesso     ;WHATSAPP;         5
01-FEB-23;Processado com suscesso     ;WHATSAPP;         8
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        17
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         2
01-FEB-23;Processado com suscesso     ;WHATSAPP;        70
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        13
01-FEB-23;Processado com suscesso     ;WHATSAPP;         7
02-FEB-23;Download da Fatura Realizado;WHATSAPP;      5683
02-FEB-23;Processado com suscesso     ;E-MAIL  ;        49
02-FEB-23;Processado com suscesso     ;WHATSAPP;         3
02-FEB-23;Processado com suscesso     ;E-MAIL  ;       250
02-FEB-23;Processado com suscesso     ;WHATSAPP;         5
02-FEB-23;Processado com suscesso     ;WHATSAPP;        57
02-FEB-23;Processado com suscesso     ;WHATSAPP;        31
02-FEB-23;Download da Fatura Realizado;WHATSAPP;         2
03-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         9
03-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
03-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         3
04-FEB-23;Aguardando Fatura           ;E-MAIL  ;       114
04-FEB-23;Processado com suscesso     ;E-MAIL  ;       925
04-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;      1622
04-FEB-23;Processado com suscesso     ;E-MAIL  ;       829
04-FEB-23;Aguardando Fatura           ;E-MAIL  ;         4
04-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         4
04-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;        10
04-FEB-23;Processado com suscesso     ;E-MAIL  ;        12
04-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;        15
04-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
04-FEB-23;Processado com suscesso     ;E-MAIL  ;        59
04-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
04-FEB-23;Processado com suscesso     ;E-MAIL  ;         2
04-FEB-23;Processado com suscesso     ;E-MAIL  ;         9
04-FEB-23;Processado com suscesso     ;E-MAIL  ;        10
04-FEB-23;Processado com suscesso     ;WHATSAPP;       102
04-FEB-23;Aguardando Fatura           ;E-MAIL  ;        25
04-FEB-23;Processado com suscesso     ;E-MAIL  ;        14
04-FEB-23;Processado com suscesso     ;WHATSAPP;         6
04-FEB-23;Processado com suscesso     ;E-MAIL  ;        14
04-FEB-23;Processado com suscesso     ;WHATSAPP;        10
04-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         5
04-FEB-23;Download da Fatura Realizado;WHATSAPP;         2
04-FEB-23;Aguardando Fatura           ;E-MAIL  ;         6
04-FEB-23;Processado com suscesso     ;E-MAIL  ;         4
05-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
05-FEB-23;Processado com suscesso     ;WHATSAPP;        23
05-FEB-23;Processado com suscesso     ;E-MAIL  ;       381
05-FEB-23;Processado com suscesso     ;WHATSAPP;       162
05-FEB-23;Aguardando Fatura           ;E-MAIL  ;        25
05-FEB-23;Processado com suscesso     ;E-MAIL  ;      2038
05-FEB-23;Em Processamento            ;WHATSAPP;         4
05-FEB-23;Aguardando Fatura           ;E-MAIL  ;         5
05-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
05-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         3
05-FEB-23;Em Processamento            ;WHATSAPP;         3
06-FEB-23;Aguardando Fatura           ;E-MAIL  ;       183
06-FEB-23;Processado com suscesso     ;E-MAIL  ;         5
06-FEB-23;Processado com suscesso     ;WHATSAPP;        46
06-FEB-23;Em Processamento            ;WHATSAPP;         6
06-FEB-23;Processado com suscesso     ;WHATSAPP;        40
06-FEB-23;Em Processamento            ;WHATSAPP;         4
06-FEB-23;Processado com suscesso     ;E-MAIL  ;        34
06-FEB-23;Em Processamento            ;WHATSAPP;         2
07-FEB-23;Processado com suscesso     ;E-MAIL  ;        16
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;         6
07-FEB-23;Em Processamento            ;WHATSAPP;        10
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;         4
07-FEB-23;Download da Fatura Realizado;E-MAIL  ;         4
07-FEB-23;Em Processamento            ;WHATSAPP;         1
07-FEB-23;Processado com suscesso     ;E-MAIL  ;        12
07-FEB-23;Processado com suscesso     ;WHATSAPP;         6
07-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
07-FEB-23;Processado com suscesso     ;E-MAIL  ;        15
07-FEB-23;Processado com suscesso     ;WHATSAPP;        14
08-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
08-FEB-23;Em Processamento            ;WHATSAPP;        13
08-FEB-23;Aguardando Fatura           ;E-MAIL  ;       350
26-JAN-23;Processado com suscesso     ;E-MAIL  ;         6
26-JAN-23;Em Processamento            ;WHATSAPP;         1
27-JAN-23;Processado com suscesso     ;E-MAIL  ;         9
27-JAN-23;Em Processamento            ;WHATSAPP;        10
27-JAN-23;Em Processamento            ;WHATSAPP;        10
28-JAN-23;Em Processamento            ;WHATSAPP;         6
28-JAN-23;Processado com suscesso     ;WHATSAPP;         1
29-JAN-23;Em Processamento            ;WHATSAPP;         1
30-JAN-23;Processado com suscesso     ;E-MAIL  ;       501
30-JAN-23;Aguardando Fatura           ;E-MAIL  ;         1
30-JAN-23;Processado com suscesso     ;E-MAIL  ;         1
31-JAN-23;Aguardando Fatura Resumida  ;WHATSAPP;         8
01-FEB-23;Em Processamento            ;WHATSAPP;         5
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         4
01-FEB-23;Processado com suscesso     ;E-MAIL  ;       696
01-FEB-23;Em Processamento            ;WHATSAPP;         5
01-FEB-23;Processado com suscesso     ;E-MAIL  ;       100
01-FEB-23;Em Processamento            ;WHATSAPP;         2
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         2
01-FEB-23;Download da Fatura Realizado;WHATSAPP;        16
01-FEB-23;Processado com suscesso     ;E-MAIL  ;         1
01-FEB-23;Processado com suscesso     ;E-MAIL  ;      3110
01-FEB-23;Em Processamento            ;WHATSAPP;        20
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         8
01-FEB-23;Em Processamento            ;WHATSAPP;         6
01-FEB-23;Processado com suscesso     ;WHATSAPP;         9
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
01-FEB-23;Em Processamento            ;WHATSAPP;         1
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        63
01-FEB-23;Processado com suscesso     ;WHATSAPP;         9
01-FEB-23;Processado com suscesso     ;WHATSAPP;        80
01-FEB-23;Processado com suscesso     ;WHATSAPP;         5
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         7
01-FEB-23;Processado com suscesso     ;WHATSAPP;         7
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
01-FEB-23;Processado com suscesso     ;E-MAIL  ;         4
01-FEB-23;Processado com suscesso     ;E-MAIL  ;       409
01-FEB-23;Processado com suscesso     ;E-MAIL  ;      1587
01-FEB-23;Download da Fatura Realizado;WHATSAPP;        43
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         6
01-FEB-23;Processado com suscesso     ;WHATSAPP;         1
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         4
01-FEB-23;Processado com suscesso     ;WHATSAPP;         3
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
01-FEB-23;Download da Fatura Realizado;WHATSAPP;        39
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
01-FEB-23;Processado com suscesso     ;WHATSAPP;        15
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
01-FEB-23;Em Processamento            ;WHATSAPP;         1
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
01-FEB-23;Processado com suscesso     ;WHATSAPP;        14
01-FEB-23;Processado com suscesso     ;E-MAIL  ;      8006
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        48
01-FEB-23;Processado com suscesso     ;WHATSAPP;         7
01-FEB-23;Processado com suscesso     ;WHATSAPP;       770
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
01-FEB-23;Processado com suscesso     ;WHATSAPP;        24
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         3
01-FEB-23;Processado com suscesso     ;E-MAIL  ;       187
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
01-FEB-23;Processado com suscesso     ;WHATSAPP;         3
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
02-FEB-23;Processado com suscesso     ;E-MAIL  ;         3
02-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         4
02-FEB-23;Processado com suscesso     ;E-MAIL  ;    129010
02-FEB-23;Em Processamento            ;WHATSAPP;      4440
02-FEB-23;Download da Fatura Realizado;WHATSAPP;         2
02-FEB-23;Em Processamento            ;WHATSAPP;         2
02-FEB-23;Processado com suscesso     ;E-MAIL  ;       586
02-FEB-23;Em Processamento            ;WHATSAPP;         2
02-FEB-23;Processado com suscesso     ;WHATSAPP;         1
02-FEB-23;Processado com suscesso     ;E-MAIL  ;         4
02-FEB-23;Processado com suscesso     ;E-MAIL  ;        97
02-FEB-23;Download da Fatura Realizado;WHATSAPP;         2
04-FEB-23;Processado com suscesso     ;E-MAIL  ;      2450
04-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;      1294
04-FEB-23;Processado com suscesso     ;E-MAIL  ;      2079
04-FEB-23;Processado com suscesso     ;E-MAIL  ;         6
04-FEB-23;Processado com suscesso     ;WHATSAPP;         1
04-FEB-23;Processado com suscesso     ;E-MAIL  ;         1
04-FEB-23;Processado com suscesso     ;E-MAIL  ;       423
04-FEB-23;Processado com suscesso     ;E-MAIL  ;       606
04-FEB-23;Download da Fatura Realizado;WHATSAPP;        11
04-FEB-23;Processado com suscesso     ;E-MAIL  ;         7
04-FEB-23;Em Processamento            ;WHATSAPP;         5
04-FEB-23;Em Processamento            ;WHATSAPP;         1
04-FEB-23;Aguardando Fatura           ;E-MAIL  ;         4
04-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
04-FEB-23;Processado com suscesso     ;E-MAIL  ;         9
04-FEB-23;Em Processamento            ;WHATSAPP;         1
04-FEB-23;Em Processamento            ;WHATSAPP;         2
04-FEB-23;Em Processamento            ;WHATSAPP;         1
05-FEB-23;Processado com suscesso     ;WHATSAPP;        13
05-FEB-23;Aguardando Fatura           ;E-MAIL  ;        17
05-FEB-23;Processado com suscesso     ;E-MAIL  ;         5
05-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
05-FEB-23;Aguardando Fatura           ;E-MAIL  ;         8
05-FEB-23;Download da Fatura Realizado;WHATSAPP;         2
05-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
06-FEB-23;Processado com suscesso     ;E-MAIL  ;        16
06-FEB-23;Download da Fatura Realizado;E-MAIL  ;        17
06-FEB-23;Aguardando Fatura           ;E-MAIL  ;        54
06-FEB-23;Processado com suscesso     ;E-MAIL  ;        35
06-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
06-FEB-23;Processado com suscesso     ;E-MAIL  ;        88
06-FEB-23;Processado com suscesso     ;WHATSAPP;        20
07-FEB-23;Processado com suscesso     ;WHATSAPP;         5
07-FEB-23;Processado com suscesso     ;WHATSAPP;         9
07-FEB-23;Em Processamento            ;WHATSAPP;       169
07-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         2
07-FEB-23;Em Processamento            ;WHATSAPP;         3
07-FEB-23;Em Processamento            ;WHATSAPP;         5
07-FEB-23;Em Processamento            ;WHATSAPP;        55
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
07-FEB-23;Processado com suscesso     ;E-MAIL  ;        49
07-FEB-23;Processado com suscesso     ;E-MAIL  ;         3
07-FEB-23;Processado com suscesso     ;WHATSAPP;         3
07-FEB-23;Processado com suscesso     ;WHATSAPP;         3
07-FEB-23;Processado com suscesso     ;WHATSAPP;         2
07-FEB-23;Processado com suscesso     ;E-MAIL  ;        29
07-FEB-23;Processado com suscesso     ;E-MAIL  ;         5
07-FEB-23;Em Processamento            ;WHATSAPP;         1
08-FEB-23;Em Processamento            ;WHATSAPP;       148
08-FEB-23;Em Processamento            ;WHATSAPP;        53
08-FEB-23;Aguardando Fatura           ;E-MAIL  ;        26
08-FEB-23;Aguardando Fatura           ;E-MAIL  ;        28
08-FEB-23;Em Processamento            ;WHATSAPP;         5
08-FEB-23;Em Processamento            ;WHATSAPP;        97
08-FEB-23;Processado com suscesso     ;WHATSAPP;         5
08-FEB-23;Processado com suscesso     ;E-MAIL  ;         2
08-FEB-23;Processado com suscesso     ;E-MAIL  ;         2
26-JAN-23;Processado com suscesso     ;E-MAIL  ;         4
27-JAN-23;Em Processamento            ;WHATSAPP;         1
27-JAN-23;Processado com suscesso     ;E-MAIL  ;         9
27-JAN-23;Processado com suscesso     ;E-MAIL  ;         2
27-JAN-23;Em Processamento            ;WHATSAPP;         1
29-JAN-23;Processado com suscesso     ;E-MAIL  ;         1
29-JAN-23;Processado com suscesso     ;E-MAIL  ;         1
30-JAN-23;Em Processamento            ;WHATSAPP;       240
30-JAN-23;Em Processamento            ;WHATSAPP;       357
30-JAN-23;Aguardando Fatura           ;E-MAIL  ;         4
30-JAN-23;Em Processamento            ;WHATSAPP;        13
30-JAN-23;Processado com suscesso     ;E-MAIL  ;        20
01-FEB-23;Processado com suscesso     ;WHATSAPP;       161
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;        14
01-FEB-23;Processado com suscesso     ;WHATSAPP;        47
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        93
01-FEB-23;Processado com suscesso     ;WHATSAPP;       269
01-FEB-23;Processado com suscesso     ;WHATSAPP;        11
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;        82
01-FEB-23;Processado com suscesso     ;WHATSAPP;       577
01-FEB-23;Download da Fatura Realizado;WHATSAPP;        12
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         5
01-FEB-23;Em Processamento            ;WHATSAPP;         5
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         6
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         2
01-FEB-23;Em Processamento            ;WHATSAPP;         2
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         3
01-FEB-23;Processado com suscesso     ;E-MAIL  ;       578
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         4
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        10
01-FEB-23;Em Processamento            ;WHATSAPP;         2
01-FEB-23;Processado com suscesso     ;WHATSAPP;        12
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
01-FEB-23;Processado com suscesso     ;WHATSAPP;         9
01-FEB-23;Em Processamento            ;WHATSAPP;         3
01-FEB-23;Processado com suscesso     ;E-MAIL  ;       143
01-FEB-23;Processado com suscesso     ;WHATSAPP;         7
01-FEB-23;Processado com suscesso     ;E-MAIL  ;         3
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         2
01-FEB-23;Em Processamento            ;WHATSAPP;         2
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;        51
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        64
01-FEB-23;Processado com suscesso     ;WHATSAPP;        43
01-FEB-23;Em Processamento            ;WHATSAPP;         2
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        41
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        61
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         2
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         3
01-FEB-23;Em Processamento            ;WHATSAPP;         4
01-FEB-23;Download da Fatura Realizado;E-MAIL  ;         2
01-FEB-23;Processado com suscesso     ;E-MAIL  ;      2032
01-FEB-23;Download da Fatura Realizado;WHATSAPP;        27
01-FEB-23;Download da Fatura Realizado;WHATSAPP;        37
01-FEB-23;Processado com suscesso     ;E-MAIL  ;       521
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        16
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         5
01-FEB-23;Processado com suscesso     ;E-MAIL  ;       154
01-FEB-23;Processado com suscesso     ;WHATSAPP;        92
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         2
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         3
01-FEB-23;Download da Fatura Realizado;E-MAIL  ;         1
02-FEB-23;Aguardando Fatura           ;E-MAIL  ;        40
02-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         3
02-FEB-23;Processado com suscesso     ;WHATSAPP;        26
02-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
02-FEB-23;Processado com suscesso     ;WHATSAPP;        61
02-FEB-23;Processado com suscesso     ;E-MAIL  ;         3
02-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
02-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
02-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
02-FEB-23;Processado com suscesso     ;E-MAIL  ;         8
03-FEB-23;Download da Fatura Realizado;WHATSAPP;       870
03-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;        18
03-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         4
03-FEB-23;Processado com suscesso     ;E-MAIL  ;        15
03-FEB-23;Processado com suscesso     ;E-MAIL  ;         2
04-FEB-23;Processado com suscesso     ;WHATSAPP;      2657
04-FEB-23;Processado com suscesso     ;E-MAIL  ;       479
04-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
04-FEB-23;Processado com suscesso     ;E-MAIL  ;         3
04-FEB-23;Processado com suscesso     ;WHATSAPP;         2
04-FEB-23;Processado com suscesso     ;WHATSAPP;         1
04-FEB-23;Processado com suscesso     ;WHATSAPP;       327
04-FEB-23;Processado com suscesso     ;E-MAIL  ;      1797
04-FEB-23;Processado com suscesso     ;WHATSAPP;       778
04-FEB-23;Processado com suscesso     ;E-MAIL  ;       134
04-FEB-23;Processado com suscesso     ;WHATSAPP;        37
04-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
04-FEB-23;Em Processamento            ;WHATSAPP;         4
04-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
04-FEB-23;Processado com suscesso     ;WHATSAPP;         4
04-FEB-23;Processado com suscesso     ;WHATSAPP;        19
04-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
05-FEB-23;Processado com suscesso     ;WHATSAPP;       286
05-FEB-23;Em Processamento            ;WHATSAPP;        11
05-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
05-FEB-23;Processado com suscesso     ;WHATSAPP;       563
05-FEB-23;Processado com suscesso     ;WHATSAPP;       347
05-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         3
05-FEB-23;Em Processamento            ;WHATSAPP;         5
06-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         8
06-FEB-23;Processado com suscesso     ;WHATSAPP;         6
06-FEB-23;Processado com suscesso     ;WHATSAPP;        23
06-FEB-23;Processado com suscesso     ;E-MAIL  ;       567
06-FEB-23;Processado com suscesso     ;E-MAIL  ;        49
06-FEB-23;Em Processamento            ;WHATSAPP;         1
06-FEB-23;Processado com suscesso     ;E-MAIL  ;         3
07-FEB-23;Em Processamento            ;WHATSAPP;       318
07-FEB-23;Em Processamento            ;WHATSAPP;        24
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;       923
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;        11
07-FEB-23;Processado com suscesso     ;WHATSAPP;        54
07-FEB-23;Processado com suscesso     ;E-MAIL  ;       110
07-FEB-23;Processado com suscesso     ;E-MAIL  ;        59
07-FEB-23;Processado com suscesso     ;E-MAIL  ;        27
07-FEB-23;Processado com suscesso     ;WHATSAPP;         4
07-FEB-23;Processado com suscesso     ;WHATSAPP;        23
07-FEB-23;Em Processamento            ;WHATSAPP;         3
07-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
07-FEB-23;Processado com suscesso     ;WHATSAPP;        11
07-FEB-23;Processado com suscesso     ;E-MAIL  ;         6
07-FEB-23;Processado com suscesso     ;E-MAIL  ;         2
08-FEB-23;Processado com suscesso     ;WHATSAPP;         8
08-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         7
08-FEB-23;Em Processamento            ;WHATSAPP;      1045
08-FEB-23;Aguardando Fatura           ;E-MAIL  ;       566
08-FEB-23;Em Processamento            ;WHATSAPP;        58
08-FEB-23;Em Processamento            ;WHATSAPP;      2538
08-FEB-23;Aguardando Fatura           ;E-MAIL  ;         1
08-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         2
08-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         3
08-FEB-23;Processado com suscesso     ;WHATSAPP;         2
08-FEB-23;Processado com suscesso     ;E-MAIL  ;         6
09-FEB-23;Download da Fatura Realizado;WHATSAPP;      2799
09-FEB-23;Aguardando Fatura           ;E-MAIL  ;        11
09-FEB-23;Processado com suscesso     ;E-MAIL  ;         2
26-JAN-23;Em Processamento            ;WHATSAPP;         1
26-JAN-23;Processado com suscesso     ;E-MAIL  ;         1
27-JAN-23;Processado com suscesso     ;E-MAIL  ;         5
27-JAN-23;Em Processamento            ;WHATSAPP;         3
27-JAN-23;Em Processamento            ;WHATSAPP;         5
27-JAN-23;Processado com suscesso     ;E-MAIL  ;        30
28-JAN-23;Aguardando Fatura Resumida  ;WHATSAPP;        15
29-JAN-23;Processado com suscesso     ;E-MAIL  ;         1
29-JAN-23;Processado com suscesso     ;E-MAIL  ;         1
29-JAN-23;Aguardando Fatura Resumida  ;WHATSAPP;         7
30-JAN-23;Processado com suscesso     ;E-MAIL  ;      2991
30-JAN-23;Em Processamento            ;WHATSAPP;       460
30-JAN-23;Processado com suscesso     ;E-MAIL  ;      1784
30-JAN-23;Processado com suscesso     ;E-MAIL  ;       532
30-JAN-23;Processado com suscesso     ;E-MAIL  ;       469
30-JAN-23;Em Processamento            ;WHATSAPP;       703
30-JAN-23;Processado com suscesso     ;E-MAIL  ;         3
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        12
01-FEB-23;Processado com suscesso     ;E-MAIL  ;         1
01-FEB-23;Processado com suscesso     ;WHATSAPP;        29
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        37
01-FEB-23;Processado com suscesso     ;WHATSAPP;         1
01-FEB-23;Download da Fatura Realizado;E-MAIL  ;         1
01-FEB-23;Processado com suscesso     ;E-MAIL  ;         3
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        18
01-FEB-23;Download da Fatura Realizado;WHATSAPP;        19
01-FEB-23;Processado com suscesso     ;WHATSAPP;        19
01-FEB-23;Processado com suscesso     ;E-MAIL  ;      2240
01-FEB-23;Processado com suscesso     ;WHATSAPP;       207
01-FEB-23;Em Processamento            ;WHATSAPP;         6
01-FEB-23;Aguardando Fatura           ;E-MAIL  ;        41
01-FEB-23;Em Processamento            ;WHATSAPP;        14
01-FEB-23;Em Processamento            ;WHATSAPP;         3
01-FEB-23;Processado com suscesso     ;WHATSAPP;        10
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
01-FEB-23;Em Processamento            ;WHATSAPP;         2
01-FEB-23;Em Processamento            ;WHATSAPP;         4
01-FEB-23;Processado com suscesso     ;E-MAIL  ;         2
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        21
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        76
01-FEB-23;Processado com suscesso     ;WHATSAPP;        11
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
01-FEB-23;Em Processamento            ;WHATSAPP;         1
01-FEB-23;Processado com suscesso     ;E-MAIL  ;       210
01-FEB-23;Processado com suscesso     ;WHATSAPP;      3768
01-FEB-23;Processado com suscesso     ;WHATSAPP;        21
01-FEB-23;Processado com suscesso     ;WHATSAPP;       624
01-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         3
01-FEB-23;Em Processamento            ;WHATSAPP;        20
01-FEB-23;Processado com suscesso     ;E-MAIL  ;         6
01-FEB-23;Processado com suscesso     ;WHATSAPP;       177
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
01-FEB-23;Processado com suscesso     ;E-MAIL  ;        49
01-FEB-23;Processado com suscesso     ;WHATSAPP;        12
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         1
01-FEB-23;Processado com suscesso     ;E-MAIL  ;       256
01-FEB-23;Download da Fatura Realizado;WHATSAPP;         4
01-FEB-23;Em Processamento            ;WHATSAPP;         1
01-FEB-23;Em Processamento            ;WHATSAPP;        26
01-FEB-23;Processado com suscesso     ;E-MAIL  ;       757
01-FEB-23;Download da Fatura Realizado;WHATSAPP;        13
02-FEB-23;Processado com suscesso     ;WHATSAPP;      2573
02-FEB-23;Processado com suscesso     ;E-MAIL  ;         3
02-FEB-23;Processado com suscesso     ;WHATSAPP;     96659
02-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;        22
02-FEB-23;Processado com suscesso     ;E-MAIL  ;       113
02-FEB-23;Processado com suscesso     ;E-MAIL  ;        88
02-FEB-23;Processado com suscesso     ;E-MAIL  ;        19
02-FEB-23;Processado com suscesso     ;WHATSAPP;        84
02-FEB-23;Aguardando Fatura           ;E-MAIL  ;         2
02-FEB-23;Processado com suscesso     ;E-MAIL  ;        17
02-FEB-23;Processado com suscesso     ;E-MAIL  ;       216
02-FEB-23;Aguardando Fatura Resumida  ;WHATSAPP;         1
02-FEB-23;Download da Fatura Realizado;WHATSAPP;         3
02-FEB-23;Em Processamento            ;WHATSAPP;         1
